"","Intercept::Est","Intercept::SE","Intercept::t.val","Experiment3:Est","Experiment3:SE","Experiment3:t.val","GroupsY:Est","GroupsY:SE","GroupsY:t.val","(Intercept):pval","Experiment3:pval","GroupsY:pval","(Intercept):pval.padj","Experiment3:pval.padj","GroupsY:pval.padj","Pathway"
"PWY66-389: phytol degradation",-7.79377344653664,1.39959975190909,-5.69258121236786,-1.09045897673987,1.66988698219484,-0.710064599175717,1.41099419432334,1.66297230660426,0.900334663756162,0.000286545895285466,0.521049442232933,0.44986107537309,0.0556636721619366,1,1,"PWY66-389: phytol degradation"
"PWY66-391: fatty acid &beta;-oxidation VI (mammalian peroxisome)",-7.53732036580945,1.66734976842545,-4.58830573326768,3.10860528962637,1.989344217346,1.61616752352059,-0.944283856364039,1.98110673178703,-0.496290216075814,0.000686160262677295,0.193969034901763,0.629550843152204,0.179788962444149,0.999060308346497,1,"PWY66-391: fatty acid &beta;-oxidation VI (mammalian peroxisome)"
"PWY66-398: TCA cycle III (animals)",-6.08533914516433,1.74460104593727,-3.50330537378533,-2.88328972522783,2.08151406983343,-1.4403020267659,1.55996184298068,2.07289492693119,0.771757348711295,0.00550417723229093,0.248946708318122,0.503909339146011,0.627953473505596,0.994978802591921,1,"PWY66-398: TCA cycle III (animals)"
"PWY66-399: gluconeogenesis III",6.56414093858992,0.195481410677675,33.650787221391,0.318594701881892,0.233232295523396,1.36904966425242,0.578388332072091,0.232266526176137,2.4945681599297,3.1415076712601e-18,0.196375661052705,0.0243784337998359,1.12496938729618e-15,1,1,"PWY66-399: gluconeogenesis III"
"PWY66-400: glycolysis VI (metazoan)",9.16667642890926,0.789375062065099,13.0910549790202,-17.4401344344105,0.941817214824267,-20.6324197160024,0.16378137529513,0.937917333828982,0.181456964235124,1.29865351732582e-06,2.92918652701479e-09,0.694758388502877,0.000356496808252129,1.08193140405805e-06,0.999194972471039,"PWY66-400: glycolysis VI (metazoan)"
"PWY66-409: superpathway of purine nucleotide salvage",-7.01262044557967,2.23420878342703,-3.14766222046285,7.57056128758165,2.66567363838209,2.86521062974067,2.30990159428598,2.65463560488862,0.872343337327854,0.00679010522210006,0.0157829422692294,0.418635911684092,0.89589911373134,0.964409449677052,1,"PWY66-409: superpathway of purine nucleotide salvage"
"PWY66-422: D-galactose degradation V (Leloir pathway)",8.9500266836825,0.759681620732369,13.1121556811943,-17.0997269196185,0.906389449800403,-20.7065168815665,0.183824062860565,0.902636268255231,0.223752538691803,1.28879578646435e-07,3.99775889475817e-11,0.670152056191001,3.62806680382224e-05,1.49392315740293e-08,1,"PWY66-422: D-galactose degradation V (Leloir pathway)"
"PWY66-429: fatty acid biosynthesis initiation (mitochondria)",-8.14532891373499,0.88105871173304,-10.164996485668,17.2790014544439,1.0512065833575,18.3750598189706,0.273339811179542,1.0468537423688,0.280460020218298,2.28931429589567e-06,8.77709584816641e-10,0.681419455562209,0.000747554509616513,3.10912339923742e-07,1,"PWY66-429: fatty acid biosynthesis initiation (mitochondria)"
"PWYG-321: mycolate biosynthesis",0.986602139401218,1.68929555984534,0.624816243544533,-8.9281607143236,2.0155281255355,-4.52692535176561,-0.308146012423074,2.00718221753072,-0.150469939566064,0.566786814886858,0.00117918986536142,0.789464614018222,1,0.249222872618653,1,"PWYG-321: mycolate biosynthesis"
"PYRIDNUCSAL-PWY: NAD salvage pathway I",-3.67354156117358,1.91933923392747,-1.90639236562826,-5.23392499194992,2.28999726298858,-2.33268105104551,1.17178207176802,2.28051483193442,0.517386857937952,0.0927167782978259,0.064421063400893,0.611918421442733,1,0.976922512197156,1,"PYRIDNUCSAL-PWY: NAD salvage pathway I"
"PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)",8.87640350275554,0.747032092600274,13.444730370454,-17.2008028235747,0.891297076191534,-21.6497908322087,0.332711677858104,0.887606389215462,0.520728028231069,1.26457812249531e-06,2.44826365430884e-09,0.595642607792467,0.000342239983574493,9.01229302085332e-07,0.994839632385983,"PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)"
"PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)",-8.04488311939305,0.802085737408473,-10.7455001319997,17.1977276245455,0.95698254424209,19.5183092553601,0.307837776275458,0.95301986658196,0.334384254791469,3.28092840957972e-07,4.90312779869622e-11,0.631437952069032,0.000113022849658626,1.78629721379926e-08,1,"PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)"
"PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I",-6.58973171080048,1.99544934379983,-3.3236317965687,2.38926164517507,2.38080556837439,1.00960331559212,6.57352422681921,2.37094711787738,2.81767181272207,0.00499269210530774,0.35368355790596,0.0214161567384271,0.764574125264771,1,0.970761640882496,"PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I"
"REDCITCYC: TCA cycle VI (Helicobacter)",-7.67421185943597,1.30542197220785,-5.99970667039779,0.743283096704416,1.5575218234267,0.494819335753194,-0.443102861273922,1.55107242999524,-0.289448309933841,0.000137794444300995,0.613617493163647,0.669321974466817,0.0387114474201266,1,1,"REDCITCYC: TCA cycle VI (Helicobacter)"
"RHAMCAT-PWY: L-rhamnose degradation I",6.83123161621484,0.224335794463695,30.506394042396,-0.402846111991711,0.267658966289667,-1.50797765304323,0.224599035859632,0.266550642827937,0.843237632394158,1.85239270062529e-17,0.154619884402168,0.416738450580195,6.52798045244566e-15,1,1,"RHAMCAT-PWY: L-rhamnose degradation I"
"RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)",9.1252581503734,0.2221446920059,41.1505903422454,-0.948245478908105,0.265044723563533,-3.58412252247141,-0.0430250077009926,0.263947225169942,-0.162495306263282,6.59635749608473e-20,0.00226451546758875,0.86059629136206,2.43825973476038e-17,0.671888122367737,1,"RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)"
"RUMP-PWY: formaldehyde oxidation I",-6.37816478284715,1.94195650005246,-3.29101733560201,2.29455475867499,2.31698231941163,1.00459639057609,0.637858798906079,2.30738814851343,0.269919575692562,0.00531268015951103,0.378250671244229,0.749688311790401,0.810431426781915,1,1,"RUMP-PWY: formaldehyde oxidation I"
"SALVADEHYPOX-PWY: adenosine nucleotides degradation II",5.096876902574,1.52959971467858,3.41835750842602,-6.46843160021933,1.82499221511481,-3.57586862488191,0.427916384313015,1.81743527907219,0.233211717890042,0.00663702546249,0.00226784146160947,0.795934838590457,0.644336757563078,0.671203371824013,1,"SALVADEHYPOX-PWY: adenosine nucleotides degradation II"
"SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I",6.88801744404147,0.223483575345684,30.8698224285445,-0.309448453414537,0.266642168730792,-1.1624992165827,0.542825761032832,0.265538055629006,2.04722118785584,1.40821286840931e-17,0.266815467449831,0.058375030545027,4.9807920323231e-15,1,1,"SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I"
"SO4ASSIM-PWY: assimilatory sulfate reduction I",-8.20880112576837,1.42743644778724,-5.92184315572264,8.77543285074463,1.70309943169037,5.3508904529896,0.279129978781866,1.69604722983826,0.166215070753489,0.000135886884848137,0.000501081601372061,0.759419453302233,0.0358111547233843,0.0974592098368358,1,"SO4ASSIM-PWY: assimilatory sulfate reduction I"
"SO4ASSIM-PWY: sulfate reduction I (assimilatory)",2.74575035051076,1.39093845927528,2.0866874155622,-9.7257286581252,1.65955304222489,-6.09357379337568,-2.21967112054508,1.65268115745981,-1.37447822726434,0.0865584328257925,0.00019355668613634,0.230150623611997,0.990113684171692,0.0605765109672301,1,"SO4ASSIM-PWY: sulfate reduction I (assimilatory)"
"SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis",3.71654806453847,1.7699345760529,2.15115433791757,-1.04893468033808,2.11173994840724,-0.496010370927259,-2.38475532144747,2.10299564604989,-1.14679860411049,0.0573310664916178,0.633405867295859,0.278891626949284,1,1,1,"SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis"
"TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA",-5.60206674044725,1.72857719893534,-3.25261084200056,-3.84050093679289,2.06239573726964,-1.91823370924289,2.46045557692345,2.0538557596456,1.21513350009923,0.00712090875474246,0.126685487865585,0.307425781079941,0.794216765001633,0.991754245607354,1,"TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA"
"TCA: TCA cycle I (prokaryotic)",5.11189440050801,1.07999322679539,4.92596803874263,-13.0686437521137,1.28855883821374,-10.4485079439551,1.74874678259132,1.28322316793149,1.43925487255063,0.00102910395715434,1.15992223248193e-07,0.257399054458239,0.143163469481575,4.20773598156197e-05,1,"TCA: TCA cycle I (prokaryotic)"
"TEICHOICACID-PWY: teichoic acid (poly-glycerol) biosynthesis",3.39797805640307,1.56746391767716,2.24138839194632,-9.6701707655,1.87016865901762,-5.28548809715244,-3.74224422695813,1.86242465615116,-2.04608389600513,0.0592958843816932,0.000249370690978627,0.0900836153734644,0.986270417697311,0.0847101564484054,0.990104153236785,"TEICHOICACID-PWY: teichoic acid (poly-glycerol) biosynthesis"
"THISYN-PWY: superpathway of thiamin diphosphate biosynthesis I",7.58539711981147,0.728215317754959,11.9198060217771,-15.8162483130701,0.86884645249128,-20.579211225056,0.226056373211012,0.865248729159663,0.334828336188425,4.26958038989192e-06,3.57296924685668e-10,0.684604394918899,0.00115916361626802,1.32628583145514e-07,0.997172664378828,"THISYN-PWY: superpathway of thiamin diphosphate biosynthesis I"
"THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)",7.25012586962983,0.76514575376591,10.8763706463241,-15.4526769977326,0.912908802643418,-19.0309902561398,0.0506128514115942,0.909128625732422,-0.00321219153258873,2.18554911569971e-05,5.20761250441537e-09,0.752368670990846,0.00574690986691278,1.91315037599386e-06,1,"THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)"
"THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)",-7.87812033186215,0.829438415647517,-10.1810494586384,15.3684399798159,0.989617503813381,16.8144813360584,-0.0682657749338502,0.985519691164625,-0.0808667423322014,1.31100321279672e-06,1.37180495427703e-09,0.740392917395927,0.000431900360873054,4.83705813314254e-07,1,"THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)"
"THRESYN-PWY: superpathway of L-threonine biosynthesis",7.5223642461219,0.20073540826262,37.5566784538385,0.231873622458338,0.239500932081537,0.970007122428557,0.611788628750021,0.238509205535583,2.57123311348352,3.91119521589329e-19,0.352922958009683,0.0210435630294657,1.42651016465314e-16,1,1,"THRESYN-PWY: superpathway of L-threonine biosynthesis"
"TRNA-CHARGING-PWY: tRNA charging",10.064808944039,0.166372984267723,60.6914388108894,0.358698904926776,0.198502522052192,1.81240388448458,0.248727726811242,0.197680561908459,1.26302210349675,5.48434275534533e-23,0.0940623541543659,0.235314347148982,2.21757527763927e-20,1,1,"TRNA-CHARGING-PWY: tRNA charging"
"TRPSYN-PWY: L-tryptophan biosynthesis",7.8364473447466,0.741437529913099,11.6277349137718,-16.2627601383594,0.884622105443901,-19.9878300213908,0.701168238501871,0.880959058216979,0.872887328712723,2.09062575868831e-05,2.50304780201327e-09,0.481194458747031,0.00549378400564252,9.21414035940163e-07,1,"TRPSYN-PWY: L-tryptophan biosynthesis"
"UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I",8.04297108038721,0.234137791761591,34.4069123379503,1.91123611411604,0.279353900977202,6.85315405892174,0.170614987151292,0.278197151076869,0.614210072477809,1.83276264046905e-18,1.92536350608928e-06,0.552228271462352,6.60061069587248e-16,0.000659501403293925,1,"UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I"
"VALSYN-PWY: L-valine biosynthesis",10.3318157659235,0.133194493953594,77.899407562964,-0.706817372901626,0.158916684037526,-4.46754804479176,0.493657517966314,0.158258641111407,3.13426165062139,6.24670913145738e-25,0.000411700293478836,0.00754287855264818,2.59728903497399e-22,0.140819807430945,0.939806599216804,"VALSYN-PWY: L-valine biosynthesis"
